7.948968783931129e-17,-2.7309162626818422e-17,2.397163286447865e-16,1.6664742291297852e-16,-8.723558941627956e-17,4.652513915716157e-17,-1.7708546783946116e-16,3.7617482971827906e-16,1.639012854303137e-16,-5.04283350247523e-18,-2.0693222035713048e-16,2.912200565817598e-16,1.5637659121712694e-16,3.6885480949624663e-16,-1.2435382426262872e-17,2.1086068274051207e-16,-3.0080699076932733e-16,2.3837797717806467e-17,-2.6379607094288645e-17,8.633289661623037e-17,-3.607422870437163e-17,-2.964401865773121e-16,-1.566017465171236e-17,-3.22130265558858e-17,-6.816292279269143e-17,3.987532629829988e-16,-2.1494091397671885e-17,-2.2177695703795725e-16,-1.308476926043161e-16,-7.262994501984548e-17,-2.7619865152978853e-16,-2.4104595140837007e-16,1.2535110655121927e-16,3.500180654753221e-16
-3.3708898313595015e-17,-9.496431931732956e-17,7.288989844625077e-17,1.0693818097712155e-16,-1.4416663450631556e-17,1.2394683376863166e-16,6.701441247492909e-17,1.9070742440730298e-16,2.740850274500097e-17,1.2809053750144318e-17,1.0812242525846727e-16,1.201217426829007e-17,-1.255413837112769e-16,-3.547746257621416e-17,-5.910098261468975e-17,2.6839562269691056e-16,-2.462115817592781e-16,-1.0760322642229229e-16,7.434807861986963e-17,-3.348770142504491e-16,-3.351148158787927e-17,2.2697372883026747e-16,3.135941812995595e-16,-2.34742968445637e-16,2.807857345954848e-17,-3.687558756978002e-17,3.347483651763444e-16,-3.07582037289566e-16,-8.059582706990827e-17,8.614048052633047e-17,-1.7191006717413392e-16,-1.2031244402417285e-16,1.9943847019589238e-16,4.1569732131384805e-16
5.4156178650628133e-11,3.2724980474219844e-11,-5.213735296743783e-12,-5.727573535537696e-11,6.468785664921083e-11,-1.0350727383126393e-11,6.717814260044611e-11,-8.006863346533049e-12,1.5510573499695964e-10,-1.3855244131369401e-10,-9.665791610242402e-11,1.1755074169668127e-11,-2.203782478440187e-12,-5.604750414805948e-12,-3.444170955898222e-12,-2.7538870608536525e-12,1.3458090469056124e-11,3.219923086126982e-12,-1.850854273177491e-11,3.4984355765021794e-12,6.104317832605837e-12,-2.5545001675476585e-11,2.4343291722732048e-11,-2.360737113234132e-13,-5.0005471751846686e-12,9.480797788979394e-12,6.230957421527543e-12,6.265478660411542e-11,-3.164358272269107e-11,-5.2985637381800215e-11,2.549107536909139e-11,-2.0500431073718773e-11,1.554101135387259e-11,-5.197686760301514e-13
4.713213898995008e-10,2.890127201011006e-10,-4.1038479978882896e-11,-4.713865998388847e-10,5.93540208452703e-10,-5.49121927106206e-11,5.332564531478632e-10,-1.2472200209731135e-10,1.0726655774522204e-9,-8.817551569996358e-10,-8.900239329778725e-10,3.849697424625502e-11,-2.2697886510423643e-11,-5.082745360959167e-11,-1.791590089323141e-11,-2.236283977086917e-11,9.05145911170881e-11,4.023805635716225e-11,-1.662031501758857e-10,1.3224132344653668e-11,6.559214847121992e-11,-1.8232273443243422e-10,1.7530438328456487e-10,-5.094572447997873e-12,-6.146774766597845e-11,6.454915977470005e-11,6.167441125876328e-11,5.717048554952802e-10,-2.448599772072345e-10,-4.687693187876047e-10,2.737854440454557e-10,-1.6698811023512019e-10,1.2708436252183735e-10,-1.5534655887650178e-12
2.128267724861525e-9,1.3081034723850339e-9,-1.6751518870246036e-10,-1.9942362848315168e-9,2.8209891829324622e-9,-9.27203179826552e-11,2.1858724243520466e-9,-7.989666785354e-10,3.6110329601750025e-9,-2.6003214506770407e-9,-4.0463906814099e-9,-7.786388848835444e-11,-1.1517129521606847e-10,-2.345057930329302e-10,-2.857770677141266e-11,-9.469921591119401e-11,2.9753382468624924e-10,2.2131527208955903e-10,-7.524961238285144e-10,-1.5346412519010628e-11,3.6210426132464127e-10,-6.846009810975533e-10,6.363194581238408e-10,-2.748870991226316e-11,-3.451486713872487e-10,2.175526746794228e-10,3.126348975227615e-10,2.6603621132959754e-9,-9.57516546763519e-10,-2.142242023059969e-9,1.4607670194050552e-9,-7.202650020011791e-10,5.458852153022338e-10,1.3058134694426204e-12
6.7385107021184215e-9,4.1050421411552675e-9,-4.887915562055723e-10,-5.869014058126382e-9,9.419192103805894e-9,1.5910186383689786e-10,6.260314090993389e-9,-3.2658445830436906e-9,7.669571098616981e-9,-4.240535489041001e-9,-1.2353077791019998e-8,-9.26897552239011e-10,-3.964279772012886e-10,-7.433911726684079e-10,6.762048917023303e-11,-2.8168106155833773e-10,6.17788499342351e-10,7.802002803951847e-10,-2.330852983874354e-9,-2.7478073086062373e-10,1.3804124931559094e-9,-1.8515358031861081e-9,1.5364910548543198e-9,-8.416688217684205e-11,-1.2663408498891272e-9,5.01781979479634e-10,1.1222588254188107e-9,8.595205319040928e-9,-2.524964541290784e-9,-6.8394043320111625e-9,5.323919438647396e-9,-2.238591680214108e-9,1.7043069816325727e-9,1.859865840255914e-11
1.6896562949376168e-8,1.0077601031884106e-8,-1.1860869795977249e-9,-1.3600906116129119e-8,2.5016645719276484e-8,1.3866834548577876e-9,1.415448339436657e-8,-1.00776885307971e-8,1.0318852938863325e-8,-1.8043777679228307e-9,-2.864900692285402e-8,-3.736438012057798e-9,-1.0573454096819537e-9,-1.8250990312352626e-9,5.469716663105924e-10,-6.611699981671114e-10,7.965057335572107e-10,2.0537722542758806e-9,-5.589701749610249e-9,-1.218083428536716e-9,4.084677199555468e-9,-4.1155714982134125e-9,2.6416090696449275e-9,-1.7210491740423442e-10,-3.5228155894223103e-9,9.10792589580618e-10,3.2238918928234855e-9,2.1844485646073632e-8,-4.977201828003909e-9,-1.7241009302920156e-8,1.513240358658024e-8,-5.69385838702797e-9,4.411973146166769e-9,6.144093625242237e-11
3.57422983158528e-8,2.0524829229061067e-8,-2.6379399738748136e-9,-2.6427591006370547e-8,5.6367112087227764e-8,4.650943485744976e-9,2.6851612300614306e-8,-2.5533219882786223e-8,4.410407637938246e-9,1.2012325920463249e-8,-5.347725301555067e-8,-1.023157366838324e-8,-2.3426719374677843e-9,-3.677873968928701e-9,1.9170062355051696e-9,-1.2955856617114563e-9,1.9577099014656806e-10,4.356806234439623e-9,-1.1038094370012171e-8,-3.6076795715278874e-9,9.950692642115309e-9,-8.08327505966982e-9,2.907317498855788e-9,-2.1599061146783285e-10,-8.00434103929589e-9,1.3914262075018112e-9,7.816493482730818e-9,4.6526552855528694e-8,-7.554262914991274e-9,-3.649195005267765e-8,3.585506422463987e-8,-1.259362666700149e-8,1.0001982643331354e-8,1.7336556713121525e-10
6.613421183166694e-8,3.5678188040902014e-8,-5.663819120486587e-9,-4.4489948466521574e-8,1.117822129839379e-7,1.1060832122273327e-8,4.411241320626186e-8,-5.575949862410839e-8,-2.0752600723762286e-8,4.56936960450949e-8,-8.200884419063562e-8,-2.1880603484912444e-8,-4.487407863642113e-9,-6.247458811757577e-9,4.888408783698057e-9,-2.17397652308972e-9,-2.2402509169023128e-9,7.741763185135096e-9,-1.8513956641685607e-8,-8.43773422435882e-9,2.07014315099876e-8,-1.466037855982297e-8,2.0274102994075123e-11,-1.3353124210943514e-11,-1.5454345954915588e-8,1.8431978488069205e-9,1.6488700923011564e-8,8.609978443223258e-8,-8.359306001179527e-9,-6.698225345543918e-8,7.325767026443381e-8,-2.4881478792430106e-8,2.0275696123358022e-8,5.481287782801998e-10
1.092289266577977e-7,5.338862195563856e-8,-1.1819297075891394e-8,-6.587440465160149e-8,1.9939146902608652e-7,2.1140716650476877e-8,6.363035646230823e-8,-1.0825735138205715e-7,-7.537235912608295e-8,1.0363372183211575e-7,-1.0151501809485561e-7,-3.8492985085768754e-8,-7.60401191811671e-9,-8.963764215364171e-9,1.021128440336695e-8,-3.1255874622394844e-9,-7.794051776830362e-9,1.168715942050791e-8,-2.662989367455785e-8,-1.6672640677888813e-8,3.777046129173786e-8,-2.5149003745492835e-8,-9.887933227107836e-9,7.923979861133186e-10,-2.590066352549487e-8,2.145295067656315e-9,3.095139731232678e-8,1.413739427349853e-7,-4.2216688235307895e-9,-1.0841129069235385e-7,1.3127977921584286e-7,-4.442078968611693e-8,3.715311345164826e-8,1.6382903622433683e-9
